uuid,gps_lat,gps_lng,gps_speed,gps_timestamp
969be894-d3c5-4a15-b507-96cd06888a6c,37.8047373319,-122.41307285,7.17000007629395,2016-07-22T20:16:09.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8047161821,-122.413243309,7.59999990463257,2016-07-22T20:16:13.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8047003867,-122.413370608,4.19000005722046,2016-07-22T20:16:14.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8046937026,-122.413424482,2.07999992370606,2016-07-22T20:16:16.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8046936612,-122.413424814,4.32999992370605,2016-07-22T20:16:18.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8048211168,-122.41344968,6.01999998092651,2016-07-22T20:16:20.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8049420216,-122.413473222,4.44000005722046,2016-07-22T20:16:22.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8049815453,-122.413480917,4.44000005722046,2016-07-22T20:16:25.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8050655389,-122.413497273,2.5899999141693097,2016-07-22T20:16:27.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8051001298,-122.413504008,1.86000001430512,2016-07-22T20:16:29.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8051286502,-122.413509562,1.72000002861023,2016-07-22T20:16:31.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.805156721,-122.413515027,1.3500000238418601,2016-07-22T20:16:35.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8051869394,-122.413521276,1.99000000953674,2016-07-22T20:16:36.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8052352948,-122.413531399,2.05999994277954,2016-07-22T20:16:37.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8052468858,-122.413533826,0.25999999046326,2016-07-22T20:16:39.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8052463581,-122.413533716,0,2016-07-22T20:16:41.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8052463307,-122.41353371,0,2016-07-22T20:16:45.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8052444148,-122.413533309,0,2016-07-22T20:16:46.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.805246758,-122.413533799,0,2016-07-22T20:16:48.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.805248706,-122.413534207,0,2016-07-22T20:16:50.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8052870546,-122.413542236,0.47999998927116,2016-07-22T20:16:53.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8053006727,-122.413545087,1.5199999809265101,2016-07-22T20:16:55.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8053365988,-122.413552608,2.09999990463257,2016-07-22T20:16:58.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8053602226,-122.413557554,3.02999997138977,2016-07-22T20:16:59.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8054264343,-122.413571416,3.36999988555908,2016-07-22T20:17:02.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.805499497,-122.413586366,3.39000010490417,2016-07-22T20:17:03.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8055356608,-122.413593712,1.6599999666214,2016-07-22T20:17:06.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8055309985,-122.413592765,0.31999999284744,2016-07-22T20:17:08.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8055315294,-122.413592873,0,2016-07-22T20:17:09.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8056031681,-122.413536308,4.51999998092651,2016-07-22T20:17:12.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8056410082,-122.413429563,6.73000001907349,2016-07-22T20:17:15.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8056431207,-122.413346951,7.6100001335144,2016-07-22T20:17:16.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8056333705,-122.413161939,7.88000011444092,2016-07-22T20:17:18.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8056404673,-122.412995675,6.94000005722046,2016-07-22T20:17:20.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8056826114,-122.412793767,4.67999982833862,2016-07-22T20:17:24.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8056826114,-122.412793767,4.67999982833862,2016-07-22T20:17:26.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8057055885,-122.412445256,8.460000038146969,2016-07-22T20:17:29.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8057261983,-122.412309355,4.23999977111816,2016-07-22T20:17:31.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8057355002,-122.412280933,0.38999998569488,2016-07-22T20:17:33.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8057347781,-122.412275477,0.27000001072884,2016-07-22T20:17:35.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8057348967,-122.412273019,0,2016-07-22T20:17:37.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8057351707,-122.412270857,0,2016-07-22T20:17:40.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8057350547,-122.412271772,0,2016-07-22T20:17:41.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8057377037,-122.412246721,2.6199998855590803,2016-07-22T20:17:44.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8057430269,-122.412213658,3.41000008583069,2016-07-22T20:17:46.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.805729366,-122.411948247,3.6600000858306903,2016-07-22T20:17:49.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8056449269,-122.411927006,4.98999977111816,2016-07-22T20:17:51.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8055673434,-122.411910823,4.21999979019165,2016-07-22T20:17:53.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.805522042,-122.411901374,2.29999995231628,2016-07-22T20:17:55.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8055152049,-122.411899948,0,2016-07-22T20:17:57.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.805515205,-122.411899948,0,2016-07-22T20:17:59.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8055316784,-122.411903384,0.31000000238418,2016-07-22T20:18:01.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8055378185,-122.411904665,0.17000000178814,2016-07-22T20:18:03.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8055376617,-122.411904632,0,2016-07-22T20:18:06.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8055164934,-122.411900217,0.34000000357628,2016-07-22T20:18:08.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8055186665,-122.41190067,0,2016-07-22T20:18:10.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8055176176,-122.411900451,0,2016-07-22T20:18:12.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8055184569,-122.411900626,0,2016-07-22T20:18:14.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8055179883,-122.411900529,0,2016-07-22T20:18:16.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8055179883,-122.411900529,0,2016-07-22T20:18:18.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8055175092,-122.411900428,0.30000001192093,2016-07-22T20:18:20.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8055201431,-122.411900978,0.23999999463558,2016-07-22T20:18:23.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8054426937,-122.411884841,3.75999999046326,2016-07-22T20:18:25.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8053630863,-122.411869339,6.03000020980835,2016-07-22T20:18:27.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8051684243,-122.411830447,7.15000009536743,2016-07-22T20:18:29.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8050428282,-122.411805348,6.40999984741211,2016-07-22T20:18:31.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8050052923,-122.411797846,3.25999999046326,2016-07-22T20:18:33.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8049214259,-122.411781086,4.84999990463257,2016-07-22T20:18:35.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8048990282,-122.411776611,8,2016-07-22T20:18:37.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8046436265,-122.411724716,8.47999954223633,2016-07-22T20:18:40.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8045107556,-122.411697716,7.13000011444092,2016-07-22T20:18:41.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8044154351,-122.411678347,5.23000001907349,2016-07-22T20:18:44.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8043082989,-122.411656577,6.76000022888184,2016-07-22T20:18:45.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8041894016,-122.411632417,6.53999996185303,2016-07-22T20:18:48.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8040845808,-122.411611117,5.28999996185303,2016-07-22T20:18:49.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8040426286,-122.411604861,2.7000000476837203,2016-07-22T20:18:53.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8039758497,-122.411615033,4.26999998092651,2016-07-22T20:18:54.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8038984535,-122.412177932,8.89999961853027,2016-07-22T20:18:56.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8038637699,-122.412448154,10.55000019073486,2016-07-22T20:18:58.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8038460341,-122.412586338,10.789999961853031,2016-07-22T20:18:59.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8038114059,-122.41285613,9.34000015258789,2016-07-22T20:19:02.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8037767849,-122.413133188,7.07999992370605,2016-07-22T20:19:05.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8037719379,-122.41317199,5.26000022888184,2016-07-22T20:19:06.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8037671049,-122.413210686,1.79999995231628,2016-07-22T20:19:07.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8037656542,-122.413222297,4.30000019073486,2016-07-22T20:19:10.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.80373567,-122.413460524,6.76999998092651,2016-07-22T20:19:13.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8037227269,-122.413563349,7.51000022888184,2016-07-22T20:19:14.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8036703157,-122.413974457,12.01000022888184,2016-07-22T20:19:16.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8036351751,-122.414246539,12.30000019073486,2016-07-22T20:19:18.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8036019458,-122.414503825,10.97999954223633,2016-07-22T20:19:21.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8035833537,-122.414647777,7.55999994277954,2016-07-22T20:19:23.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8035712419,-122.414741556,2.97000002861023,2016-07-22T20:19:25.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8035676704,-122.414769207,1.22000002861023,2016-07-22T20:19:27.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8035652748,-122.414787757,0.18000000715256,2016-07-22T20:19:29.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.80356522,-122.414788183,0,2016-07-22T20:19:31.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8035651563,-122.414788673,0,2016-07-22T20:19:33.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8035651858,-122.414788445,0,2016-07-22T20:19:35.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8035650984,-122.414789122,0,2016-07-22T20:19:37.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8035651698,-122.41478857,0,2016-07-22T20:19:40.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8035646736,-122.414792413,0,2016-07-22T20:19:42.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8035653079,-122.414787499,0,2016-07-22T20:19:44.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.803565206,-122.414788291,0,2016-07-22T20:19:46.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8035648723,-122.414790873,0,2016-07-22T20:19:48.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8035650834,-122.41478924,0,2016-07-22T20:19:50.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8035651175,-122.414788976,0,2016-07-22T20:19:52.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8035651253,-122.414788913,0,2016-07-22T20:19:54.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8035651336,-122.414788851,0,2016-07-22T20:19:56.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8035651418,-122.414788788,0,2016-07-22T20:19:58.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8035647714,-122.414791653,0,2016-07-22T20:20:00.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8035648956,-122.414790693,0,2016-07-22T20:20:03.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8035658931,-122.414782968,0,2016-07-22T20:20:05.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8035652458,-122.414787983,0,2016-07-22T20:20:07.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8035650575,-122.414789438,0,2016-07-22T20:20:09.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8035651894,-122.414788418,0,2016-07-22T20:20:11.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8035650922,-122.41478917,0,2016-07-22T20:20:13.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8035655646,-122.414785512,0,2016-07-22T20:20:15.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8035651605,-122.414788642,0,2016-07-22T20:20:17.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8035605727,-122.414824164,1.20000004768372,2016-07-22T20:20:19.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.803552388,-122.414887536,3.48000001907349,2016-07-22T20:20:21.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8035523404,-122.414887906,4.26999998092651,2016-07-22T20:20:23.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8034943541,-122.415369663,9.65999984741211,2016-07-22T20:20:25.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.803480537,-122.41548446,10.85999965667725,2016-07-22T20:20:27.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8034361857,-122.415839318,10.98999977111816,2016-07-22T20:20:29.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8034182464,-122.415978972,11.77999973297119,2016-07-22T20:20:31.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8033854092,-122.416234605,7.78999996185303,2016-07-22T20:20:34.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8033743007,-122.416321086,5.44999980926514,2016-07-22T20:20:36.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8033673753,-122.416374999,4.76999998092651,2016-07-22T20:20:38.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8033542055,-122.416477523,1.4800000190734899,2016-07-22T20:20:40.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8033500978,-122.4165095,3.17000007629394,2016-07-22T20:20:42.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8033164824,-122.416750908,7.40999984741211,2016-07-22T20:20:44.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8032950207,-122.416904956,7.11999988555908,2016-07-22T20:20:46.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8032684326,-122.4170958,8.35000038146973,2016-07-22T20:20:49.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.803241012,-122.417292618,9.02999973297119,2016-07-22T20:20:51.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8032107157,-122.417510079,9.75,2016-07-22T20:20:53.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8031820492,-122.417715839,9.4399995803833,2016-07-22T20:20:55.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8031589793,-122.417881431,6.94000005722046,2016-07-22T20:20:57.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8031437347,-122.417990852,5.03000020980835,2016-07-22T20:20:59.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8031304799,-122.418085992,3.5,2016-07-22T20:21:01.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8031281666,-122.418102595,1.07000005245209,2016-07-22T20:21:03.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8031280636,-122.418103337,0.25,2016-07-22T20:21:05.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8031220276,-122.418146659,1.91999995708466,2016-07-22T20:21:07.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8031215501,-122.418150087,3.28999996185303,2016-07-22T20:21:09.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8030862706,-122.418438229,5.6100001335144,2016-07-22T20:21:11.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8030791207,-122.418496739,5.59999990463257,2016-07-22T20:21:13.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8030513161,-122.41872428,6.90999984741211,2016-07-22T20:21:15.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8030398091,-122.418818446,7.36999988555908,2016-07-22T20:21:18.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8030021356,-122.419125999,8.25,2016-07-22T20:21:20.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8029800317,-122.419305166,8.06999969482422,2016-07-22T20:21:22.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.802955406,-122.419504773,7.69999980926514,2016-07-22T20:21:24.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8029340192,-122.419678127,3.04999995231628,2016-07-22T20:21:26.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8029320743,-122.419693892,0.28999999165535,2016-07-22T20:21:28.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8029315781,-122.419697915,0.15000000596046,2016-07-22T20:21:30.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8029318466,-122.41969574,0,2016-07-22T20:21:32.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8029317193,-122.41969677,0,2016-07-22T20:21:34.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8029287825,-122.419720573,0.28999999165535,2016-07-22T20:21:36.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8029292787,-122.419716553,1.27999997138977,2016-07-22T20:21:39.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8029216331,-122.419778525,1.92999994754791,2016-07-22T20:21:41.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8029186203,-122.419802947,2.75999999046326,2016-07-22T20:21:43.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8028865388,-122.420055673,8.72000026702881,2016-07-22T20:21:45.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8028723951,-122.420166976,9.84000015258789,2016-07-22T20:21:47.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8028270142,-122.420524097,10.460000038146969,2016-07-22T20:21:49.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8028083396,-122.420671115,11.85999965667725,2016-07-22T20:21:51.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8027600427,-122.421052513,10.210000038146969,2016-07-22T20:21:53.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8027468986,-122.421156312,8.5,2016-07-22T20:21:56.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8027224424,-122.421356237,3.57999992370606,2016-07-22T20:21:58.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8027139312,-122.421416655,2.47000002861023,2016-07-22T20:22:00.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8026742417,-122.421460284,4.09000015258789,2016-07-22T20:22:02.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8024026593,-122.421404039,7.94999980926514,2016-07-22T20:22:04.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8022137529,-122.421360182,9.22000026702881,2016-07-22T20:22:06.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8020787588,-122.421328842,7.48000001907349,2016-07-22T20:22:09.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.801977416,-122.421306352,5.15000009536743,2016-07-22T20:22:11.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8019278065,-122.421293796,2.34999990463257,2016-07-22T20:22:13.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.801894487,-122.421286061,1.5,2016-07-22T20:22:15.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8018481163,-122.421275295,2.99000000953674,2016-07-22T20:22:17.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8017853959,-122.421260733,5.09000015258789,2016-07-22T20:22:19.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8017903646,-122.421261887,6.65999984741211,2016-07-22T20:22:21.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.801486538,-122.421200307,8.32999992370605,2016-07-22T20:22:23.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8014205353,-122.421186967,8,2016-07-22T20:22:25.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8010784509,-122.421117829,9.85999965667725,2016-07-22T20:22:27.000Z
969be894-d3c5-4a15-b507-96cd06888a6c,37.8009974969,-122.421101467,8.68000030517578,2016-07-22T20:22:29.000Z
