SitID,UWI (AGS),UWI,HorID,Pick,Quality,lat,lng
109992,0764213510000,00/10-35-076-21W4/0,13000,587.65,2,55.62985,-113.146488
109993,0764220611000,00/11-06-076-22W4/0,13000,608.38,1,55.557212,-113.411643
109996,0764222307000,00/07-23-076-22W4/0,13000,630.33,2,55.597151,-113.30175
109997,0764222912000,00/12-29-076-22W4/0,13000,643,2,55.615399,-113.392077
109998,0764223410000,00/10-34-076-22W4/0,13000,724.2,2,55.629857,-113.327621
110001,0764230710000,00/10-07-076-23W4/0,13000,749.2,2,55.571688,-113.560553
110003,0764232904000,00/04-29-076-23W4/0,13000,843,1,55.608236,-113.547371
110004,0764233510000,00/10-35-076-23W4/0,13000,804.98,3,55.629865,-113.457017
110008,0764242010000,00/10-20-076-24W4/0,13000,856.49,2,55.600797,-113.689968
110009,0764242210000,00/10-22-076-24W4/0,13000,828.14,1,55.600801,-113.638202
110014,0764250706000,00/06-07-076-25W4/0,13000,        ,-1,55.568078,-113.877495
110016,0764251011000,00/11-10-076-25W4/0,13000,        ,0,55.571711,-113.799873
110018,0764251610000,00/10-16-076-25W4/0,13000,661.42,2,55.586345,-113.81936
110028,0764253606000,00/06-36-076-25W4/0,13000,779.68,2,55.626258,-113.748121
110029,0764260502000,00/02-05-076-26W4/0,13000,806.5,2,55.550443,-113.999518
110040,0764262507000,00/07-25-076-26W4/0,13000,        ,0,55.61183,-113.896982
110042,0764263306000,00/06-33-076-26W4/0,13000,772.97,2,55.626566,-113.981002
110043,0765011211000,00/11-12-076-01W5/0,13000,817.17,1,55.572077,-114.017987
110044,0765012305000,00/05-23-076-01W5/0,13000,773,2,55.597555,-114.050075
110047,0765021011000,00/11-10-076-02W5/0,13000,807.72,1,55.572072,-114.224524
110052,0765022510000,00/10-25-076-02W5/0,13000,724.81,2,55.615779,-114.166429
110053,0765023006000,00/06-30-076-02W5/0,13000,796.75,2,55.61216,-114.302093
110054,0765030908000,00/08-09-076-03W5/0,13000,721,2,55.568454,-114.392724
110055,0765031216000,00/16-12-076-03W5/0,13000,752,1,55.575661,-114.315179
110057,0765031810000,00/10-18-076-03W5/0,13000,782,1,55.586686,-114.450808
110060,0765040506000,00/06-05-076-04W5/0,13000,898.55,3,55.553999,-114.586587
110061,0765042210000,00/10-22-076-04W5/0,13000,765.66,1,55.60116,-114.528438
110062,0765042810000,00/10-28-076-04W5/0,13000,696.77,1,55.615796,-114.554319
110064,0765043311000,00/11-33-076-04W5/0,13000,664.46,1,55.630249,-114.56071
110325,0774020605000,00/05-06-077-02W4/0,13000,416.97,1,55.640884,-110.312703
110326,0774022803000,00/03-28-077-02W4/0,13000,365.46,1,55.695515,-110.254638
142533,0774030306000,00/06-03-077-03W4/0,13000,373,1,55.640904,-110.384025
170632,0774033314000,00/14-33-077-03W4/0,13000,325,1,55.720758,-110.409898
142534,0774033411000,00/11-34-077-03W4/0,13000,355,1,55.717145,-110.384021
142535,0774040311000,00/11-03-077-04W4/0,13000,346,1,55.644519,-110.539301
110327,0774040609000,00/09-06-077-04W4/0,13000,329,1,55.64451,-110.604162
142536,0774041402000,00/02-14-077-04W4/0,13000,362.5,1,55.666418,-110.507031
142539,0774041905000,00/05-19-077-04W4/0,13000,320.5,1,55.684427,-110.623253
142543,0774050103000,00/03-01-077-05W4/0,13000,327,1,55.637328,-110.642824
142544,0774051304000,00/04-13-077-05W4/0,13000,336,1,55.66642,-110.649135
142545,0774052008000,00/08-20-077-05W4/0,13000,327,1,55.684456,-110.733569
142546,0774052207000,00/07-22-077-05W4/0,13000,341,1,55.684456,-110.688196
110334,0774060711000,00/11-07-077-06W4/0,13000,312.72,1,55.658995,-110.92753
142549,0774061307000,00/07-13-077-06W4/0,13000,319,3,55.669992,-110.791725
110336,0774061606000,00/06-16-077-06W4/0,13000,315.16,2,55.670019,-110.875759
110337,0774062507000,00/07-25-077-06W4/0,13000,319.5,2,55.699079,-110.791724
110341,0774070410000,00/10-04-077-07W4/0,13000,312,1,55.644553,-111.024658
110343,0774070611000,00/11-06-077-07W4/0,13000,324,1,55.644536,-111.082807
110355,0774072111000,00/11-21-077-07W4/0,13000,304.8,1,55.688123,-111.03106
110359,0774072910000,00/10-29-077-07W4/0,13000,293.83,3,55.702761,-111.050555
110362,0774080211000,00/11-02-077-08W4/0,13000,325,1,55.644549,-111.134574
110367,0774081110AA0,AA/10-11-077-08W4/0,13000,317,1,55.659008,-111.128177
110369,0774081203000,00/03-12-077-08W4/0,13000,323.5,2,55.65177,-111.108676
110376,0774082607AA0,AA/07-26-077-08W4/0,13000,298,2,55.699136,-111.128198
110379,0774090611000,00/11-06-077-09W4/0,13000,387,1,55.644522,-111.393391
110380,0774091106000,00/06-11-077-09W4/0,13000,391.97,1,55.655377,-111.289872
110382,0774092210000,00/10-22-077-09W4/0,13000,333.45,1,55.688081,-111.309363
110387,0774092615000,00/15-26-077-09W4/0,13000,327,1,55.706322,-111.283493
110391,0774101410000,00/10-14-077-10W4/0,13000,392.5,1,55.673616,-111.438742
142555,0774102502000,00/02-25-077-10W4/0,13000,372,1,55.695513,-111.412876
110392,0774102908000,00/08-29-077-10W4/0,13000,431.29,1,55.699091,-111.509951
110393,0774111109000,00/09-11-077-11W4/0,13000,452.5,3,55.658977,-111.587556
178371,0774111511000,00/11-15-077-11W4/0,13000,447.5,3,55.673624,-111.626204
110394,0774112210000,00/10-22-077-11W4/0,13000,457.81,3,55.688076,-111.619816
110395,0774113211000,00/11-32-077-11W4/0,13000,457.81,3,55.717157,-111.677952
110396,0774120210000,00/10-02-077-12W4/0,13000,446,1,55.644538,-111.749181
110398,0774121507000,00/07-15-077-12W4/0,13000,419.4,1,55.670017,-111.775049
110399,0774123210000,00/10-32-077-12W4/0,13000,438.91,2,55.717165,-111.826798
110400,0774131106000,00/06-11-077-13W4/0,13000,466.95,2,55.655373,-111.910829
170644,0774131802000,00/02-18-077-13W4/0,13000,477,3,55.666426,-112.007948
164140,0774132311000,00/11-23-077-13W4/0,13000,466,3,55.688073,-111.910829
164142,0774133408000,00/08-34-077-13W4/0,13000,448,3,55.713549,-111.923931
164144,0774140203000,00/03-02-077-14W4/0,13000,475,2,55.637306,-112.0661
110403,0774140707000,00/07-07-077-14W4/0,13000,456,2,55.655368,-112.163207
110405,0774141607000,00/07-16-077-14W4/0,13000,482,2,55.670013,-112.111454
110409,0774142807000,00/07-28-077-14W4/0,13000,472,2,55.6991,-112.111453
110413,0774151310000,00/10-13-077-15W4/0,13000,477,2,55.673615,-112.189083
110415,0774152207000,00/07-22-077-15W4/0,13000,496,2,55.684484,-112.240836
110416,0774152306000,00/06-23-077-15W4/0,13000,474,2,55.684477,-112.221349
110419,0774152604000,00/04-26-077-15W4/0,13000,460,2,55.695546,-112.227657
110420,0774152710000,00/10-27-077-15W4/0,13000,474,2,55.702731,-112.240834
110427,0774161110000,00/10-11-077-16W4/0,13000,515,2,55.659026,-112.370214
110428,0774161907000,00/07-19-077-16W4/0,13000,435,2,55.684496,-112.473635
110429,0774162406000,00/06-24-077-16W4/0,13000,462,1,55.684487,-112.350727
110430,0774162611000,00/11-26-077-16W4/0,13000,477,3,55.702749,-112.376599
110436,0774173311000,00/11-33-077-17W4/0,13000,371.86,2,55.717194,-112.583595
110438,0774180510000,00/10-05-077-18W4/0,13000,        ,0,55.644542,-112.758332
178389,0774190314000,00/14-03-077-19W4/0,13000,        ,0,55.648134,-112.868274
110444,0774191210000,00/10-12-077-19W4/0,13000,        ,0,55.658962,-112.81016
110445,0774191907000,00/07-19-077-19W4/0,13000,406.3,3,55.684426,-112.939535
110446,0774202810000,00/10-28-077-20W4/0,13000,417.58,3,55.702688,-113.043002
110447,0774210311000,00/11-03-077-21W4/0,13000,598.02,3,55.644494,-113.178755
110448,0774210710000,00/10-07-077-21W4/0,13000,619.35,3,55.658931,-113.250003
110451,0774220306000,00/06-03-077-22W4/0,13000,634.59,1,55.640879,-113.33401
110453,0774222106000,00/06-21-077-22W4/0,13000,572.11,2,55.684419,-113.359889
110456,0774223207000,00/07-32-077-22W4/0,13000,499,2,55.713502,-113.379377
110458,0774223411000,00/11-34-077-22W4/0,13000,477.93,1,55.71712,-113.334011
110460,0774230607000,00/07-06-077-23W4/0,13000,727.25,1,55.640889,-113.560552
110462,0774232310000,00/10-23-077-23W4/0,13000,535.53,1,55.688042,-113.45702
110463,0774232711000,00/11-27-077-23W4/0,13000,548.64,1,55.702685,-113.489299
110464,0774240111000,00/11-01-077-24W4/0,13000,699.21,2,55.644503,-113.592831
110467,0774242507000,00/07-25-077-24W4/0,13000,577.29,1,55.699059,-113.586438
110468,0774242910000,00/10-29-077-24W4/0,13000,578,1,55.702693,-113.689968
110469,0774243410000,00/10-34-077-24W4/0,13000,518.16,1,55.71715,-113.638203
110472,0774251706000,00/06-17-077-25W4/0,13000,637.03,1,55.669986,-113.851623
110475,0774252306AA0,AA/06-23-077-25W4/0,13000,648,1,55.684441,-113.773996
110477,0774253011000,00/11-30-077-25W4/0,13000,551.08,1,55.702674,-113.877497
110478,0774253411000,00/11-34-077-25W4/0,13000,554.74,1,55.717145,-113.79987
110479,0774260206000,00/06-02-077-26W4/0,13000,736.4,1,55.641031,-113.929248
110481,0774262207000,00/07-22-077-26W4/0,13000,587.04,1,55.684631,-113.948729
110485,0774263411000,00/11-34-077-26W4/0,13000,527.3,1,55.717347,-113.955112
110486,0775011107000,00/07-11-077-01W5/0,13000,660.81,2,55.655724,-114.037421
110487,0775011811000,00/11-18-077-01W5/0,13000,615.7,1,55.673953,-114.146984
110488,0775012406000,00/06-24-077-01W5/0,13000,592.84,2,55.684796,-114.018003
110489,0775013511000,00/11-35-077-01W5/0,13000,535.84,1,55.717502,-114.04381
153803,0775020908000,00/08-09-077-02W5/0,13000,        ,-1,55.655722,-114.237615
110491,0775021611000,00/11-16-077-02W5/0,13000,621.18,2,55.673968,-114.250384
164148,0775022906000,00/06-29-077-02W5/0,13000,597,1,55.699436,-114.276241
110497,0775023606000,00/06-36-077-02W5/0,13000,582.17,1,55.713882,-114.172822
110498,0775030107000,00/07-01-077-03W5/0,13000,690.68,1,55.641246,-114.321563
110499,0775031506000,00/06-15-077-03W5/0,13000,646.18,2,55.670351,-114.379643
110503,0775033110000,00/10-31-077-03W5/0,13000,606.25,1,55.717489,-114.450813
110505,0775040407000,00/07-04-077-04W5/0,13000,650.14,2,55.64127,-114.55432
110507,0775040907000,00/07-09-077-04W5/0,13000,640.69,1,55.655723,-114.554321
110508,0775041207000,00/07-12-077-04W5/0,13000,645.26,2,55.655699,-114.476674
110511,0775041607000,00/07-16-077-04W5/0,13000,621.18,1,55.670357,-114.554322
110513,0775053211000,00/11-32-077-05W5/0,13000,        ,0,55.717516,-114.741861
110981,0784022801000,00/01-28-078-02W4/0,13000,327.96,1,55.782778,-110.241854
110982,0784031708000,00/08-17-078-03W4/0,13000,324,1,55.75725,-110.422995
142696,0784031907000,00/07-19-078-03W4/0,13000,303,1,55.771691,-110.455262
170722,0784032907000,00/07-29-078-03W4/0,13000,304,1,55.786335,-110.429383
110983,0784033207000,00/07-32-078-03W4/0,13000,298,1,55.800788,-110.429381
142697,0784040715000,00/15-07-078-04W4/0,13000,337.5,1,55.749833,-110.610549
142699,0784041505000,00/05-15-078-04W4/0,13000,314,1,55.757255,-110.545605
142701,0784041906000,00/06-19-078-04W4/0,13000,314,1,55.77169,-110.616938
142704,0784042206000,00/06-22-078-04W4/0,13000,310,1,55.771708,-110.539294
142706,0784050405000,00/05-04-078-05W4/0,13000,339,1,55.728177,-110.726779
110986,0784052105000,00/05-21-078-05W4/0,13000,323,1,55.771717,-110.726777
110987,0784053006000,00/06-30-078-05W4/0,13000,304,1,55.786334,-110.772231
110989,0784053403000,00/03-34-078-05W4/0,13000,282,1,55.797192,-110.694582
110992,0784060511000,00/11-05-078-06W4/0,13000,338,1,55.731801,-110.901666
110993,0784061411000,00/11-14-078-06W4/0,13000,338,1,55.76089,-110.823993
110997,0784063011000,00/11-30-078-06W4/0,13000,315,1,55.790026,-110.927595
111000,0784063611000,00/11-36-078-06W4/0,13000,281,1,55.804399,-110.798111
111001,0784071106000,00/06-11-078-07W4/0,13000,274.93,1,55.742711,-110.97932
111009,0784072413000,00/13-24-078-07W4/0,13000,295,1,55.77904,-110.959864
111010,0784072710000,00/10-27-078-07W4/0,13000,289,2,55.790064,-110.998773
111011,0784072907000,00/07-29-078-07W4/0,13000,284.99,1,55.786451,-111.05054
111015,0784080811AA0,AA/11-08-078-08W4/0,13000,333.5,1,55.74631,-111.21225
111016,0784081110AA0,AA/10-11-078-08W4/0,13000,307,1,55.746315,-111.128194
111019,0784082610AA0,AA/10-26-078-08W4/0,13000,293.5,1,55.790036,-111.128188
142715,0784083002000,00/02-30-078-08W4/0,13000,329,1,55.78284,-111.231745
111022,0784090910000,00/10-09-078-09W4/0,13000,349.3,1,55.746256,-111.335239
111023,0784091107000,00/07-11-078-09W4/0,13000,350.52,2,55.742636,-111.283496
111024,0784092710000,00/10-27-078-09W4/0,13000,370.64,1,55.789975,-111.309366
111025,0784093307000,00/07-33-078-09W4/0,13000,398.68,2,55.800815,-111.335239
111030,0784101110000,00/10-11-078-10W4/0,13000,370.03,2,55.746241,-111.438741
111031,0784101810000,00/10-18-078-10W4/0,13000,417.58,2,55.760865,-111.542203
111032,0784103106000,00/06-31-078-10W4/0,13000,426.72,3,55.800787,-111.548589
111034,0784103507000,00/07-35-078-10W4/0,13000,410.26,1,55.800801,-111.438741
111037,0784111111000,00/11-11-078-11W4/0,13000,443,3,55.746246,-111.600331
111038,0784112006000,00/06-20-078-11W4/0,13000,448.06,2,55.771716,-111.677952
111039,0784113012000,00/12-30-078-11W4/0,13000,439,3,55.789947,-111.710134
111040,0784113310000,00/10-33-078-11W4/0,13000,456,3,55.804407,-111.645689
111041,0784121005000,00/05-10-078-12W4/0,13000,440.44,3,55.742644,-111.787744
111044,0784121905000,00/05-19-078-12W4/0,13000,429.16,3,55.771706,-111.865371
111045,0784122207000,00/07-22-078-12W4/0,13000,437.69,3,55.771729,-111.775049
111046,0784123210000,00/10-32-078-12W4/0,13000,431,3,55.804405,-111.826797
111047,0784131407000,00/07-14-078-13W4/0,13000,448.06,3,55.757264,-111.904437
111048,0784132511000,00/11-25-078-13W4/0,13000,434.95,3,55.789957,-111.884943
142716,0784133004000,00/04-30-078-13W4/0,13000,451.5,3,55.782765,-112.020649
111051,0784133406000,00/06-34-078-13W4/0,13000,443,3,55.800809,-111.936713
111052,0784141110000,00/10-11-078-14W4/0,13000,466,2,55.746243,-112.059701
178435,0784141307000,00/07-13-078-14W4/0,13000,452,2,55.757251,-112.033827
111053,0784142210000,00/10-22-078-14W4/0,13000,468,1,55.775336,-112.085572
178437,0784142506000,00/06-25-078-14W4/0,13000,451.5,3,55.78634,-112.040214
111054,0784150307000,00/07-03-078-15W4/0,13000,374,3,55.728205,-112.240832
111059,0784151006000,00/06-10-078-15W4/0,13000,419,2,55.742659,-112.24722
111060,0784151206000,00/06-12-078-15W4/0,13000,414,2,55.742636,-112.195469
170730,0784152812000,00/12-28-078-15W4/0,13000,435.5,2,55.78999,-112.279401
111062,0784160306000,00/06-03-078-16W4/0,13000,427.94,2,55.728227,-112.402469
111065,0784162509000,00/09-25-078-16W4/0,13000,410.5,3,55.789973,-112.337944
111074,0784171107000,00/07-11-078-17W4/0,13000,361.49,1,55.742718,-112.525359
111079,0784172307000,00/07-23-078-17W4/0,13000,        ,0,55.771823,-112.525347
111086,0784181410000,00/10-14-078-18W4/0,13000,362.1,3,55.760884,-112.680686
111087,0784183306000,00/06-33-078-18W4/0,13000,362.1,2,55.800818,-112.738872
111088,0784190608000,00/08-06-078-19W4/0,13000,400,3,55.728144,-112.933117
111090,0784192606000,00/06-26-078-19W4/0,13000,374,3,55.786341,-112.842408
111091,0784192905000,00/05-29-078-19W4/0,13000,374,1,55.786333,-112.926327
111092,0784202808000,00/08-28-078-20W4/0,13000,        ,0,55.786337,-113.036613
111094,0784213310000,00/10-33-078-21W4/0,13000,409,1,55.804365,-113.198244
111095,0784213611000,00/11-36-078-21W4/0,13000,388.32,1,55.804357,-113.127005
111096,0784220607000,00/07-06-078-22W4/0,13000,468.17,1,55.728126,-113.405255
111098,0784223011000,00/11-30-078-22W4/0,13000,436.47,1,55.789911,-113.411645
111099,0784223611000,00/11-36-078-22W4/0,13000,407.21,1,55.804347,-113.282266
111100,0784230707000,00/07-07-078-23W4/0,13000,500,1,55.742597,-113.560556
111101,0784230907000,00/07-09-078-23W4/0,13000,497.5,1,55.742612,-113.508793
111102,0784232310000,00/10-23-078-23W4/0,13000,444.7,1,55.775306,-113.457022
111105,0784233004000,00/04-30-078-23W4/0,13000,475,1,55.782743,-113.573257
111108,0784233410000,00/10-34-078-23W4/0,13000,448.06,1,55.804375,-113.482908
111110,0784241405AA0,AA/05-14-078-24W4/0,13000,495,1,55.757256,-113.625021
111111,0784241910000,00/10-19-078-24W4/0,13000,482.8,1,55.775303,-113.715836
111112,0784242010000,00/10-20-078-24W4/0,13000,478.84,1,55.77532,-113.68996
111116,0784250606AA0,AA/06-06-078-25W4/0,13000,557,2,55.728148,-113.877497
111118,0784251910000,00/10-19-078-25W4/0,13000,479,1,55.775306,-113.871107
111120,0784252506000,00/06-25-078-25W4/0,13000,483.41,1,55.786319,-113.748099
111122,0784253406000,00/06-34-078-25W4/0,13000,475,1,55.800794,-113.799855
111123,0784260910000,00/10-09-078-26W4/0,13000,508.5,2,55.74649,-113.974596
111124,0784261001000,00/01-10-078-26W4/0,13000,535,2,55.739167,-113.942337
111125,0784261307000,00/07-13-078-26W4/0,13000,496.82,2,55.757264,-113.896983
111126,0784262110000,00/10-21-078-26W4/0,13000,499.87,1,55.775574,-113.974598
111127,0785010410000,00/10-04-078-01W5/0,13000,525.48,3,55.732141,-114.08903
153892,0785010613000,00/13-06-078-01W5/0,13000,548,1,55.735733,-114.153355
111129,0785011706000,00/06-17-078-01W5/0,13000,517.55,1,55.75761,-114.121184
111131,0785012611000,00/11-26-078-01W5/0,13000,496,1,55.790311,-114.043793
153893,0785020802000,00/02-08-078-02W5/0,13000,568,1,55.739367,-114.269858
111134,0785021107000,00/07-11-078-02W5/0,13000,548.03,2,55.742979,-114.192289
111136,0785022006000,00/06-20-078-02W5/0,13000,559.31,1,55.772066,-114.276244
153895,0785022212000,00/12-22-078-02W5/0,13000,549,1,55.775687,-114.230835
111139,0785031007000,00/07-10-078-03W5/0,13000,589.79,3,55.74298,-114.373264
111140,0785031810000,00/10-18-078-03W5/0,13000,588.26,3,55.761211,-114.450815
111141,0785032511000,00/11-25-078-03W5/0,13000,568.15,3,55.790303,-114.327952
111143,0785053111000,00/11-31-078-05W5/0,13000,548,3,55.80483,-114.767738
111656,0794021905000,00/05-19-079-02W4/0,13000,264,1,55.858947,-110.315196
142889,0794030510000,00/10-05-079-03W4/0,13000,295.5,1,55.819041,-110.432894
142890,0794030607000,00/07-06-079-03W4/0,13000,295.5,1,55.815428,-110.458996
111657,0794031116000,00/16-11-079-03W4/0,13000,280.5,1,55.837104,-110.348142
111658,0794031702000,00/02-17-079-03W4/0,13000,309.5,1,55.840947,-110.432894
111660,0794040510000,00/10-05-079-04W4/0,13000,288.34,1,55.819038,-110.58952
111664,0794042007000,00/07-20-079-04W4/0,13000,252,1,55.858965,-110.58952
111667,0794042610000,00/10-26-079-04W4/0,13000,216,1,55.87721,-110.511204
111672,0794043310000,00/10-33-079-04W4/0,13000,215.8,1,55.891669,-110.563415
111675,0794050506000,00/06-05-079-05W4/0,13000,274,2,55.815432,-110.7526
142892,0794050908000,00/08-09-079-05W4/0,13000,252,3,55.829879,-110.71361
142895,0794052012000,00/12-20-079-05W4/0,13000,225,1,55.862569,-110.758964
111683,0794053110000,00/10-31-079-05W4/0,13000,203,1,55.89165,-110.772255
142899,0794060408000,00/08-04-079-06W4/0,13000,251,1,55.815431,-110.870237
111690,0794061206000,00/06-12-079-06W4/0,13000,219,1,55.829862,-110.804803
142906,0794062811000,00/11-28-079-06W4/0,13000,251,1,55.877174,-110.883156
142907,0794063207000,00/07-32-079-06W4/0,13000,286,1,55.887995,-110.902819
142910,0794070311000,00/11-03-079-07W4/0,13000,289,1,55.818993,-111.013691
111703,0794071110000,00/10-11-079-07W4/0,13000,285,1,55.833431,-110.981139
111706,0794072510000,00/10-25-079-07W4/0,13000,297,1,55.877149,-110.95502
111723,0794073311000,00/11-33-079-07W4/0,13000,320,1,55.891621,-111.039749
111724,0794080810AA0,AA/10-08-079-08W4/0,13000,347,1,55.833482,-111.215986
111726,0794081210000,00/10-12-079-08W4/0,13000,300,1,55.833429,-111.111624
111727,0794081412000,00/12-14-079-08W4/0,13000,323.5,1,55.848117,-111.150508
111728,0794082610AA0,AA/10-26-079-08W4/0,13000,347,1,55.877199,-111.137696
111730,0794090306000,00/06-03-079-09W4/0,13000,395.02,1,55.81543,-111.326838
111731,0794091106000,00/06-11-079-09W4/0,13000,372.47,1,55.829862,-111.300736
111732,0794091610000,00/10-16-079-09W4/0,13000,414.53,2,55.848113,-111.346494
111733,0794093610AA0,AA/10-36-079-09W4/0,13000,402,2,55.891636,-111.268187
111735,0794102607000,00/07-26-079-10W4/0,13000,423.06,2,55.873574,-111.450907
154004,0794102910000,00/10-29-079-10W4/0,13000,410,2,55.877189,-111.529225
111739,0794112911000,00/11-29-079-11W4/0,13000,434,3,55.877184,-111.692302
111741,0794113111000,00/11-31-079-11W4/0,13000,432,1,55.891624,-111.718406
178517,0794113612000,00/12-36-079-11W4/0,13000,430,3,55.891632,-111.594247
111743,0794121110AA0,AA/10-11-079-12W4/0,13000,434,1,55.833457,-111.764168
111747,0794121811000,00/11-18-079-12W4/0,13000,469,3,55.848079,-111.875017
111751,0794123211000,00/11-32-079-12W4/0,13000,438,2,55.891629,-111.848913
111752,0794123511000,00/11-35-079-12W4/0,13000,431,3,55.891631,-111.77061
111753,0794130107000,00/07-01-079-13W4/0,13000,446.84,3,55.815395,-111.894678
111754,0794130810AA0,AA/10-08-079-13W4/0,13000,453,3,55.833452,-111.999093
111757,0794131816000,00/16-18-079-13W4/0,13000,445,3,55.851691,-112.01875
111761,0794133105000,00/05-31-079-13W4/0,13000,453,2,55.887993,-112.038004
111763,0794140810AA0,AA/10-08-079-14W4/0,13000,477,2,55.833443,-112.155691
111764,0794141010AA0,AA/10-10-079-14W4/0,13000,463,2,55.833448,-112.10349
178521,0794141201000,00/01-12-079-14W4/0,13000,454,2,55.826208,-112.044856
178522,0794142312000,00/12-23-079-14W4/0,13000,459,2,55.86253,-112.0902
111769,0794150911000,00/11-09-079-15W4/0,13000,405.3,1,55.833442,-112.292651
111770,0794151109AA0,AA/09-11-079-15W4/0,13000,413,2,55.833435,-112.227553
111771,0794152610AA0,AA/10-26-079-15W4/0,13000,419,1,55.877156,-112.234001
111772,0794152806000,00/06-28-079-15W4/0,13000,401.12,2,55.873549,-112.292654
111773,0794160110000,00/10-01-079-16W4/0,13000,386.49,3,55.818969,-112.364517
111775,0794161606000,00/06-16-079-16W4/0,13000,360.88,1,55.844457,-112.44929
178524,0794162416000,00/16-24-079-16W4/0,13000,368,2,55.866118,-112.358074
111780,0794173305000,00/05-33-079-17W4/0,13000,347.47,2,55.88798,-112.612414
111781,0794181206000,00/06-12-079-18W4/0,13000,352.35,3,55.829815,-112.684395
111782,0794183411000,00/11-34-079-18W4/0,13000,        ,0,55.891599,-112.736399
111783,0794190204000,00/04-02-079-19W4/0,13000,370.64,1,55.811804,-112.873256
111784,0794191807000,00/07-18-079-19W4/0,13000,374.6,1,55.84443,-112.964858
111785,0794192910000,00/10-29-079-19W4/0,13000,374.9,2,55.877141,-112.938757
111786,0794193510000,00/10-35-079-19W4/0,13000,364.24,1,55.891592,-112.860451
111787,0794211205000,00/05-12-079-21W4/0,13000,396,1,55.82978,-113.160378
111788,0794211606000,00/06-16-079-21W4/0,13000,399,1,55.844423,-113.232327
111795,0794213210000,00/10-32-079-21W4/0,13000,402,1,55.891571,-113.251988
111798,0794213607000,00/07-36-079-21W4/0,13000,405,1,55.88795,-113.14757
111800,0794221414000,00/14-14-079-22W4/0,13000,413,1,55.851632,-113.336736
111802,0794222107000,00/07-21-079-22W4/0,13000,405.99,1,55.858863,-113.382491
164300,0794222315000,00/15-23-079-22W4/0,13000,416.5,1,55.866082,-113.330292
111805,0794222912AA0,AA/12-29-079-22W4/0,13000,412,1,55.8771,-113.421486
111807,0794230206000,00/06-02-079-23W4/0,13000,441.35,2,55.815338,-113.493346
111809,0794231304020,02/04-13-079-23W4/0,13000,434.64,2,55.840826,-113.47361
154011,0794232304000,00/04-23-079-23W4/0,13000,433,1,55.855242,-113.499793
154013,0794232701000,00/01-27-079-23W4/0,13000,441,1,55.869877,-113.50656
111811,0794240107000,00/07-01-079-24W4/0,13000,476.1,1,55.815324,-113.617422
111813,0794240610000,00/10-06-079-24W4/0,13000,477,1,55.818934,-113.747925
111814,0794241607000,00/07-16-079-24W4/0,13000,429.77,1,55.844409,-113.695714
111817,0794250410000,00/10-04-079-25W4/0,13000,471.83,1,55.818968,-113.852338
111819,0794251211000,00/11-12-079-25W4/0,13000,445,2,55.833403,-113.78048
111821,0794252306000,00/06-23-079-25W4/0,13000,435.5,2,55.858879,-113.806584
111822,0794253307AA0,AA/07-33-079-25W4/0,13000,439,2,55.887969,-113.852322
111824,0794262607000,00/07-26-079-26W4/0,13000,449.58,2,55.87368,-113.956702
111825,0795010110000,00/10-01-079-01W5/0,13000,504.14,3,55.819406,-114.011729
111826,0795010706000,00/06-07-079-01W5/0,13000,499.87,2,55.83074,-114.14823
164301,0795012509000,00/09-25-079-01W5/0,13000,462,1,55.877539,-114.005283
111828,0795012710000,00/10-27-079-01W5/0,13000,497.43,2,55.877776,-114.063739
111829,0795021407000,00/07-14-079-02W5/0,13000,515.11,2,55.845411,-114.19382
111830,0795023206000,00/06-32-079-02W5/0,13000,        ,-1,55.88895,-114.27827
178525,0795031406000,00/06-14-079-03W5/0,13000,559,1,55.845413,-114.356312
111831,0795031811000,00/11-18-079-03W5/0,13000,578.21,2,55.849011,-114.460371
111832,0795033407000,00/07-34-079-03W5/0,13000,499.87,1,55.888958,-114.375903
111833,0795042711000,00/11-27-079-04W5/0,13000,543.76,3,55.878118,-114.538667
111834,0795043002000,00/02-30-079-04W5/0,13000,588.87,2,55.870921,-114.610557
154104,0804032507000,00/07-25-080-03W4/0,13000,240.5,1,55.960848,-110.328487
112280,0804033406000,00/06-34-080-03W4/0,13000,235,1,55.97532,-110.387136
112282,0804040910000,00/10-09-080-04W4/0,13000,225.55,1,55.920756,-110.563415
112284,0804041010000,00/10-10-080-04W4/0,13000,243.84,1,55.920756,-110.537309
112287,0804042311000,00/11-23-080-04W4/0,13000,259.99,1,55.949839,-110.51765
112290,0804042907000,00/07-29-080-04W4/0,13000,195.99,1,55.960859,-110.589521
112292,0804050706000,00/06-07-080-05W4/0,13000,194,1,55.917117,-110.778692
112295,0804051516000,00/16-15-080-05W4/0,13000,221.5,1,55.938995,-110.687494
112299,0804052912000,00/12-29-080-05W4/0,13000,189,1,55.96446,-110.758972
112302,0804053614000,00/14-36-080-05W4/0,13000,186.54,1,55.982526,-110.64818
112303,0804060107000,00/07-01-080-06W4/0,13000,205,1,55.902666,-110.798356
112305,0804060607000,00/07-06-080-06W4/0,13000,291,1,55.90263,-110.928897
112311,0804062710000,00/10-27-080-06W4/0,13000,244.45,1,55.964469,-110.850561
112312,0804063011AA0,AA/11-30-080-06W4/0,13000,249,1,55.96444,-110.93532
112314,0804070206000,00/06-02-080-07W4/0,13000,309,1,55.902663,-110.98754
112317,0804072610AA0,AA/10-26-080-07W4/0,13000,322.5,1,55.964455,-110.981074
